"auditory_id";"Аудитория";"Тип помещения";"Корпус";"Факультет";"Дата/время занятия";"Дисциплина";"Список групп на этом занятии";"Информация о подгруппах";"Тип занятия";"ID аудитории";"Присутствие преподавателя";"Полное отсутствие студентов";"Ошибка расписания";"Специальный тип";"datetime_parsed";"time_part";"Пара";"Тип недели";"День недели";"Общее количество студентов с учетом подгрупп (ПЛАН)";"Фактическое посещение (ФАКТ)";"Процент посещаемости (факт/план * 100%)";"Разница между планом и фактом"
"102";"Г-313";"аудитория";"Корпус Г";"корпус Б,В,Г";"2025-11-27 13:50:00";"";"ПС.2-25-1(И,О)";"0";"Лекция";"102";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"25";"4,0";"16,0";"21,0"
"38";"Д-217";"аудитория";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"Т.8";"БАС.5-25-1(И,О)";"0";"Лекция";"38";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"22";"11,0";"50,0";"11,0"
"38";"Д-217";"аудитория";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"Т";"БАС.5-25-2(И,О)";"0";"Лекция";"38";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"11";"3,0";"27,27";"8,0"
"92";"Г-109";"учебная лаборатория";"Корпус Г";"корпус Б,В,Г";"2025-11-27 13:50:00";"Взаимодействие металлов со щелочами";"ЭЖД.1-25-1(И,О)";"2";"Лабораторная работа";"92";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"12";"12,0";"100,0";"0,0"
"113";"Б-201";"компьютерный класс";"Корпус Б";"корпус Б,В,Г";"2025-11-27 13:50:00";"";"ЭЖД.7-25-1(И,О)";"2";"Лабораторная работа";"113";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"12";"7,0";"58,33";"5,0"
"57";"Г-207";"аудитория";"Корпус Г";"корпус Б,В,Г";"2025-11-27 13:50:00";"";"ЭЖД.7-25-2(И,О)";"0";"Практические (семинарские) занятия";"57";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"12";"7,0";"58,33";"5,0"
"103";"Г-123";"учебная лаборатория";"Корпус Г";"корпус Б,В,Г";"2025-11-27 13:50:00";"";"СОД.1-24-1(И,О)";"2";"Лабораторная работа";"103";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"14";"7,0";"50,0";"7,0"
"28";"Д-619";"аудитория";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"";"СОД.1-24-2(И,О)";"0";"Практические (семинарские) занятия";"28";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"13";"6,0";"46,15";"7,0"
"4";"Д-717";"аудитория";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"";"СОД.2-24-1(И,О)";"1";"Практические (семинарские) занятия";"4";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"16";"6,0";"37,5";"10,0"
"46";"В-102";"аудитория";"Корпус В";"корпус Б,В,Г";"2025-11-27 13:50:00";"";"СОД.3-24-2(И,О)";"0";"Практические (семинарские) занятия";"46";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"16";"0,0";"0,0";"16,0"
"105";"Г-120";"учебная лаборатория";"Корпус Г";"корпус Б,В,Г";"2025-11-27 13:50:00";"";"УК.1-24-1(И,О)";"0";"Практические (семинарские) занятия";"105";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"24";"0,0";"0,0";"24,0"
"100";"Б-301";"компьютерный класс";"Корпус Б";"корпус Б,В,Г";"2025-11-27 13:50:00";"";"ПС.2-24-1(И,О)";"1";"Лабораторная работа";"100";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"11";"0,0";"0,0";"11,0"
"59";"Г-223";"аудитория";"Корпус Г";"корпус Б,В,Г";"2025-11-27 13:50:00";"Дифференцирование функции комплексного переменного. Условия Коши-Римана";"ПСЖ.3-24-1(И,О)";"0";"Практические (семинарские) занятия";"59";"1,0";"0,0";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"20";"6,0";"30,0";"14,0"
"6";"Д-721";"компьютерный класс";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"";"ПСЖ.6-24-1(И,О)";"0";"Практические (семинарские) занятия";"6";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"18";"6,0";"33,33";"12,0"
"39";"Д-623";"аудитория";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"";"БАС.5-24-1(И,О)";"0";"Практические (семинарские) занятия";"39";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"34";"0,0";"0,0";"34,0"
"108";"В-106";"аудитория";"Корпус В";"корпус Б,В,Г";"2025-11-27 13:50:00";"";"ЭЖД.3-24-1(И,О)";"0";"Практические (семинарские) занятия";"108";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"29";"0,0";"0,0";"29,0"
"12";"Д-211";"аудитория";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"Решение задач";"СОД.1-23-1(И,О)";"0";"Практические (семинарские) занятия";"12";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"24";"13,0";"54,17";"11,0"
"144";"Д-315";"компьютерный класс";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"";"СОД.2-23-1(И,О)";"1";"Лабораторная работа";"144";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"15";"0,0";"0,0";"15,0"
"32";"Е-307";"аудитория";"Корпус Е";"корпус Е";"2025-11-27 13:50:00";"";"СОД.3-23-1(И,О)";"2";"Лабораторная работа";"32";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"11";"0,0";"0,0";"11,0"
"290";"Д-914";"кабинет";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"";"УК.1-23-1(И,О)";"0";"Практические (семинарские) занятия";"290";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"30";"0,0";"0,0";"30,0"
"95";"Б-318";"аудитория";"Корпус Б";"корпус Б,В,Г";"2025-11-27 13:50:00";"";"КТ.1-23-1(И,О)";"0";"Практические (семинарские) занятия";"95";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"17";"0,0";"0,0";"17,0"
"80";"Д-317";"учебная лаборатория";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"Расчет платежей за загрязнение окружающей среды";"ПС.2-23-1(И,О)";"0";"Практические (семинарские) занятия";"80";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"19";"12,0";"63,16";"7,0"
"106";"Е-205";"учебная лаборатория";"Корпус Е";"корпус Е";"2025-11-27 13:50:00";"";"ПСЖ.3-23-1(И,О)";"0";"Практические (семинарские) занятия";"106";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"21";"6,0";"28,57";"15,0"
"94";"Д-311";"учебная лаборатория";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"";"ПСЖ.3-23-2(И,О)";"0";"Лабораторная работа";"94";"0,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"19";"0,0";"0,0";"19,0"
"250";"Г-315";"компьютерный класс";"Корпус Г";"корпус Б,В,Г";"2025-11-27 13:50:00";"Решение ОДУ";"ПСЖ.6-23-1(И,О)";"1";"Лабораторная работа";"250";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"12";"3,0";"25,0";"9,0"
"134";"Б-206";"аудитория";"Корпус Б";"корпус Б,В,Г";"2025-11-27 13:50:00";"Показатели работы горки";"ЭЖД.1-23-1(И,О)";"0";"Лекция";"134";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"25";"16,0";"64,0";"9,0"
"134";"Б-206";"аудитория";"Корпус Б";"корпус Б,В,Г";"2025-11-27 13:50:00";"Показатели работы горки";"ЭЖД.1-23-2(И,О)";"0";"Лекция";"134";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"23";"19,0";"82,61";"4,0"
"134";"Б-206";"аудитория";"Корпус Б";"корпус Б,В,Г";"2025-11-27 13:50:00";"Показатели работы горки";"ЭЖД.3-23-1(И,О)";"0";"Лекция";"134";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"31";"14,0";"45,16";"17,0"
"151";"Д-814";"учебная лаборатория";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"";"СОД.3-22-1(И,О)";"0";"Практические (семинарские) занятия";"151";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"23";"0,0";"0,0";"23,0"
"36";"Д-822";"аудитория";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"Методы и инструменты оценки удовлетворенности потребителей. Метод Serqual.";"УК.1-22-1(И,О)";"0";"Лекция";"36";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"25";"17,0";"68,0";"8,0"
"111";"Д-411";"учебная лаборатория";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"";"МР.1-22-1(И,О)";"0";"Лабораторная работа";"111";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"16";"8,0";"50,0";"8,0"
"98";"Г-110";"аудитория";"Корпус Г";"корпус Б,В,Г";"2025-11-27 13:50:00";"";"ПС.2-22-1(И,О)";"0";"Практические (семинарские) занятия";"98";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"18";"0,0";"0,0";"18,0"
"77";"Б-114";"компьютерный класс";"Корпус Б";"корпус Б,В,Г";"2025-11-27 13:50:00";"";"ЭЖД.1-22-2(И,О)";"0";"Практические (семинарские) занятия";"77";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"28";"17,0";"60,71";"11,0"
"79";"Д-310";"учебная лаборатория";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"Разработка блок-схемы движения отходов";"ЭЖД.3-22-1(И,О)";"0";"Практические (семинарские) занятия";"79";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"18";"11,0";"61,11";"7,0"
"118";"Д-208";"учебная лаборатория";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"";"СОД.1-21-2(И,О)";"0";"Практические (семинарские) занятия";"118";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"17";"0,0";"0,0";"17,0"
"163";"Д-215";"учебная лаборатория";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"";"СОД.3-21-1(И,О)";"1";"Лабораторная работа";"163";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"16";"0,0";"0,0";"16,0"
"114";"Д-817";"учебная лаборатория";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"";"СОД.3-21-1(И,О)";"2";"Лабораторная работа";"114";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"8";"5,0";"62,5";"3,0"
"132";"Д-810";"компьютерный класс";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"";"СОД.4-21-1(И,О)";"0";"Лабораторная работа";"132";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"5";"0,0";"0,0";"5,0"
"126";"Д-318";"компьютерный класс";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"";"ПСЖ.6-21-1(И,О)";"0";"Лабораторная работа";"126";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"11";"3,0";"27,27";"8,0"
"1653";"Е-104(2)";"учебная лаборатория";"Корпус Е";"корпус Е";"2025-11-27 13:50:00";"";"БАС.5-21-1(И,О)";"0";"Лекция";"1653";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"27";"16,0";"59,26";"11,0"
"60";"Г-203";"аудитория";"Корпус Г";"корпус Б,В,Г";"2025-11-27 13:50:00";"";"СОД.1-25-1(И,З)";"0";"Практические (семинарские) занятия";"60";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"22";"15,0";"68,18";"7,0"
"73";"А-214";"аудитория";"Корпус А";"корпус А";"2025-11-27 13:50:00";"Введение в дисциплину. Тренинг по таймменджменту";"СОД.2-25-1(И,З)";"0";"Практические (семинарские) занятия";"73";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"16";"14,0";"87,5";"2,0"
"73";"А-214";"аудитория";"Корпус А";"корпус А";"2025-11-27 13:50:00";"Введение в дисциплину. Тренинг по таймменджменту";"СОД.3-25-1(И,З)";"0";"Практические (семинарские) занятия";"73";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"16";"14,0";"87,5";"2,0"
"2";"Д-716";"аудитория";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"";"ПСЖ.3-25-1(И,З)";"1";"Практические (семинарские) занятия";"2";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"11";"9,0";"81,82";"2,0"
"3";"Д-715";"компьютерный класс";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"";"ПСЖ.3-25-1(И,З)";"2";"Практические (семинарские) занятия";"3";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"10";"7,0";"70,0";"3,0"
"29";"Д-320";"аудитория";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"Пересечение поверхностей";"ПСЖ.6-25-1(И,З)";"2";"Практические (семинарские) занятия";"29";"0,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"10";"9,0";"90,0";"1,0"
"18";"Д-216";"аудитория";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"";"ЭЖД.1-25-1(И,З)";"0";"Практические (семинарские) занятия";"18";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"31";"26,0";"83,87";"5,0"
"104";"Г-117";"учебная лаборатория";"Корпус Г";"корпус Б,В,Г";"2025-11-27 13:50:00";"";"ЭЖД.7-25-1(И,З)";"0";"Практические (семинарские) занятия";"104";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"20";"14,0";"70,0";"6,0"
"19";"Д-218";"аудитория";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"";"ГМУ.1-25-1(И,О)";"0";"Практические (семинарские) занятия";"19";"0,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"24";"15,0";"62,5";"9,0"
"30";"Д-617";"аудитория";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"Насущные проблемы (вызовы) современности и возможные пути их решения";"М.3-25-1(И,О)";"0";"Практические (семинарские) занятия";"30";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"17";"10,0";"58,82";"7,0"
"30";"Д-617";"аудитория";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"Насущные проблемы (вызовы) современности и возможные пути их решения";"М.5-25-1(И,О)";"0";"Практические (семинарские) занятия";"30";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"14";"12,0";"85,71";"2,0"
"56";"Г-201";"аудитория";"Корпус Г";"корпус Б,В,Г";"2025-11-27 13:50:00";"";"Т.1-25-1(И,О)";"0";"Практические (семинарские) занятия";"56";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"28";"13,0";"46,43";"15,0"
"35";"Д-518";"аудитория";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"";"Т.1-25-2(И,О)";"0";"Практические (семинарские) занятия";"35";"0,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"28";"0,0";"0,0";"28,0"
"16";"Д-616";"аудитория";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"";"Т.1-25-3(И,О)";"0";"Практические (семинарские) занятия";"16";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"30";"19,0";"63,33";"11,0"
"9";"В-107";"аудитория";"Корпус В";"корпус Б,В,Г";"2025-11-27 13:50:00";"Эпоха петровских преобразований";"Т.1-25-4(И,О)";"0";"Практические (семинарские) занятия";"9";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"14";"9,0";"64,29";"5,0"
"107";"Г-103";"аудитория";"Корпус Г";"корпус Б,В,Г";"2025-11-27 13:50:00";"";"УП.1-25-1(И,О)";"0";"Практические (семинарские) занятия";"107";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"16";"10,0";"62,5";"6,0"
"97";"Г-224";"аудитория";"Корпус Г";"корпус Б,В,Г";"2025-11-27 13:50:00";"";"СЖД.1-24-1(И,О)";"0";"Практические (семинарские) занятия";"97";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"26";"2,0";"7,69";"24,0"
"155";"В-220";"аудитория";"Корпус В";"корпус Б,В,Г";"2025-11-27 13:50:00";"";"СЖД.2-24-1(И,О)";"1";"Лабораторная работа";"155";"1,0";"0,0";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"14";"2,0";"14,29";"12,0"
"138";"Б-2";"учебная лаборатория";"Корпус Б";"корпус Б,В,Г";"2025-11-27 13:50:00";"";"СЖД.3-24-1(И,О)";"0";"Практические (семинарские) занятия";"138";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"25";"11,0";"44,0";"14,0"
"120";"Д-818";"компьютерный класс";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"";"ТБ.2-24-1(И,О)";"1";"Лабораторная работа";"120";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"16";"12,0";"75,0";"4,0"
"63";"Д-521";"аудитория";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"";"БИ.4-24-1(И,О)";"0";"Практические (семинарские) занятия";"63";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"31";"10,0";"32,26";"21,0"
"34";"Д-815";"аудитория";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"";"ИС.1-24-1(И,О)";"0";"Лекция";"34";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"29";"3,0";"10,34";"26,0"
"34";"Д-815";"аудитория";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"";"ИС.1-24-2(И,О)";"0";"Лекция";"34";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"14";"9,0";"64,29";"5,0"
"67";"Д-505";"компьютерный класс";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"";"ПИ.1-24-1(И,О)";"1";"Лабораторная работа";"67";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"14";"10,0";"71,43";"4,0"
"17";"Д-703";"аудитория";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"";"ПИ.1-24-1(И,О)";"2";"Лабораторная работа";"17";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"16";"5,0";"31,25";"11,0"
"44";"Б-208";"аудитория";"Корпус Б";"корпус Б,В,Г";"2025-11-27 13:50:00";"";"ТТП.1-24-1(И,О)";"0";"Практические (семинарские) занятия";"44";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"32";"20,0";"62,5";"12,0"
"96";"А-401";"компьютерный класс";"Корпус А";"корпус А";"2025-11-27 13:50:00";"";"М.3-24-1(И,О)";"1";"Лабораторная работа";"96";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"10";"2,0";"20,0";"8,0"
"167";"Д-719";"компьютерный класс";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"Transport and Delivery Terms. Grammar Revision";"М.3-24-1(И,О)";"2";"Лабораторная работа";"167";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"10";"1,0";"10,0";"9,0"
"357";"Д-618";"аудитория";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"";"Т.1-24-2(И,О)";"0";"Практические (семинарские) занятия";"357";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"27";"0,0";"0,0";"27,0"
"5";"Д-718";"компьютерный класс";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"";"Т.1-24-3(И,О)";"2";"Практические (семинарские) занятия";"5";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"16";"6,0";"37,5";"10,0"
"161";"В-216";"учебная лаборатория";"Корпус В";"корпус Б,В,Г";"2025-11-27 13:50:00";"";"СЖД.2-23-1(И,О)";"0";"Практические (семинарские) занятия";"161";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"26";"11,0";"42,31";"15,0"
"137";"Б-106";"компьютерный класс";"Корпус Б";"корпус Б,В,Г";"2025-11-27 13:50:00";"Blender";"СЖД.2-23-2(И,О)";"1";"Лабораторная работа";"137";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"17";"4,0";"23,53";"13,0"
"153";"Г-307";"компьютерный класс";"Корпус Г";"корпус Б,В,Г";"2025-11-27 13:50:00";"";"СЖД.2-23-2(И,О)";"2";"Лабораторная работа";"153";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"10";"0,0";"0,0";"10,0"
"109";"Д-508";"учебная лаборатория";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"Лабораторная работа № 7. Создание БД в MS Access";"БИ.4-23-1(И,О)";"1";"Лабораторная работа";"109";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"15";"6,0";"40,0";"9,0"
"91";"Д-213";"аудитория";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"Беспроводные персональные сети";"ИС.1-23-1(И,О)";"0";"Лекция";"91";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"27";"11,0";"40,74";"16,0"
"91";"Д-213";"аудитория";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"Беспроводные персональные сети";"ИС.1-23-2(И,О)";"0";"Лекция";"91";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"29";"15,0";"51,72";"14,0"
"40";"Д-414";"аудитория";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"";"ПИ.1-23-1(И,О)";"0";"Лекция";"40";"0,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"20";"9,0";"45,0";"11,0"
"40";"Д-414";"аудитория";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"";"ПИ.1-23-2(И,О)";"0";"Лекция";"40";"0,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"15";"4,0";"26,67";"11,0"
"82";"А-407";"аудитория";"Корпус А";"корпус А";"2025-11-27 13:50:00";"";"Т.1-23-1(И,О)";"0";"Практические (семинарские) занятия";"82";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"27";"15,0";"55,56";"12,0"
"45";"А-108";"аудитория";"Корпус А";"корпус А";"2025-11-27 13:50:00";"";"Т.1-23-2(И,О)";"0";"Практические (семинарские) занятия";"45";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"24";"0,0";"0,0";"24,0"
"283";"Д-723";"аудитория";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"";"Т.1-23-3(И,О)";"0";"Практические (семинарские) занятия";"283";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"26";"19,0";"73,08";"7,0"
"43";"Д-413";"аудитория";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"";"ЭБ.1-23-1(И,О)";"0";"Лекция";"43";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"23";"16,0";"69,57";"7,0"
"43";"Д-413";"аудитория";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"";"ЭБ.1-23-2(И,О)";"0";"Лекция";"43";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"11";"5,0";"45,45";"6,0"
"55";"Д-313";"аудитория";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"Охрана труда";"С.1-22-1(И,О)";"0";"Лекция";"55";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"11";"5,0";"45,45";"6,0"
"42";"Д-415";"аудитория";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"";"СЖД.1-22-1(И,О)";"0";"Практические (семинарские) занятия";"42";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"18";"7,0";"38,89";"11,0"
"140";"Б-108";"учебная лаборатория";"Корпус Б";"корпус Б,В,Г";"2025-11-27 13:50:00";"";"СЖД.2-22-1(И,О)";"0";"Практические (семинарские) занятия";"140";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"25";"14,0";"56,0";"11,0"
"78";"Б-116";"аудитория";"Корпус Б";"корпус Б,В,Г";"2025-11-27 13:50:00";"";"СЖД.3-22-1(И,О)";"0";"Практические (семинарские) занятия";"78";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"23";"13,0";"56,52";"10,0"
"116";"Д-514";"учебная лаборатория";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"";"ИС.1-22-1(И,О)";"2";"Лабораторная работа";"116";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"12";"5,0";"41,67";"7,0"
"70";"Д-503";"компьютерный класс";"Корпус Д";"корпус Д";"2025-11-27 13:50:00";"Лабораторная работа (Занятие № 13)";"ИС.1-22-2(И,О)";"1";"Лабораторная работа";"70";"1,0";"";"";"";"2025-11-27 13:50:00";"13:50:00";"4,0";"числитель";"Чт";"15";"2,0";"13,33";"13,0"
